Date	STOCK:V:STOCK:V
2022-10-04	532311086:532311086
2022-10-05	281711344:281711344
2022-10-06	-360657566:-360657566
2022-10-07	-408138829:-408138829
2022-10-10	-191307214:-191307214
2022-10-11	-448081780:-448081780
2022-10-12	245537533:245537533
2022-10-13	162775734:162775734
2022-10-14	-207234000:-207234000
2022-10-17	-170229765:-170229765
2022-10-18	434518543:434518543
2022-10-19	-293360549:-293360549
2022-10-20	477437478:477437478
2022-10-21	153983922:153983922
2022-10-24	173390524:173390524
2022-10-25	644605990:644605990
2022-10-26	882042961:882042961
2022-10-27	452504645:452504645
2022-10-28	624309766:624309766
2022-10-31	-592099455:-592099455
2022-11-01	-64850294:-64850294
2022-11-02	-539475891:-539475891
2022-11-03	-611455713:-611455713
2022-11-04	658405549:658405549
2022-11-07	667547394:667547394
2022-11-08	635785576:635785576
2022-11-09	-633815822:-633815822
2022-11-10	698544149:698544149
2022-11-11	-395968604:-395968604
2022-11-14	387120181:387120181
2022-11-15	572254279:572254279
2022-11-16	-54290986:-54290986
2022-11-17	-94335796:-94335796
2022-11-18	-175344028:-175344028
2022-11-21	-464536541:-464536541
2022-11-22	428970181:428970181
2022-11-23	338417911:338417911
2022-11-25	179268269:179268269
2022-11-28	-399881123:-399881123
2022-11-29	-508620075:-508620075
2022-11-30	570701140:570701140
2022-12-01	67474296:67474296
2022-12-02	-316919716:-316919716
2022-12-05	-494274312:-494274312
2022-12-06	-551574739:-551574739
2022-12-07	-495937109:-495937109
2022-12-08	436374952:436374952
2022-12-09	209553397:209553397
2022-12-12	512633277:512633277
2022-12-13	10426822:10426822
2022-12-14	357762156:357762156
2022-12-15	-574547575:-574547575
2022-12-16	-749945074:-749945074
2022-12-19	-441694004:-441694004
2022-12-20	76602926:76602926
2022-12-21	398603570:398603570
2022-12-22	-419409021:-419409021
2022-12-23	102385690:102385690
2022-12-27	220916916:220916916
2022-12-28	-29978928:-29978928
2022-12-29	386725475:386725475
2022-12-30	-364449445:-364449445
2023-01-03	-117187623:-117187623
2023-01-04	619371439:619371439
2023-01-05	-321910400:-321910400
2023-01-06	621692954:621692954
2023-01-09	89053629:89053629
2023-01-10	651831278:651831278
2023-01-11	-236658657:-236658657
2023-01-12	298666414:298666414
2023-01-13	-437938260:-437938260
2023-01-17	140203150:140203150
2023-01-18	-402892221:-402892221
2023-01-19	191738812:191738812
2023-01-20	518994728:518994728
2023-01-23	181901636:181901636
2023-01-24	214261789:214261789
2023-01-25	-191125443:-191125443
2023-01-26	-359515617:-359515617
2023-01-27	923950164:923950164
2023-01-30	-579463743:-579463743
2023-01-31	345226231:345226231
2023-02-01	-257409111:-257409111
2023-02-02	-66950567:-66950567
2023-02-03	82071148:82071148
2023-02-06	-326496151:-326496151
2023-02-07	-14941110:-14941110
2023-02-08	-325218257:-325218257
2023-02-09	-130693565:-130693565
2023-02-10	-437849108:-437849108
2023-02-13	384883166:384883166
2023-02-14	198744835:198744835
2023-02-15	-411288232:-411288232
2023-02-16	-370860225:-370860225
2023-02-17	-440309095:-440309095
2023-02-21	-453628665:-453628665
2023-02-22	-213788267:-213788267
2023-02-23	117662279:117662279
2023-02-24	-418495618:-418495618
2023-02-27	395098944:395098944
2023-02-28	168795853:168795853
2023-03-01	-437924167:-437924167
2023-03-02	-154664220:-154664220
2023-03-03	529346669:529346669
2023-03-06	527328073:527328073
2023-03-07	-347879867:-347879867
2023-03-08	-421995666:-421995666
2023-03-09	324520:324520
2023-03-10	-589169819:-589169819
2023-03-13	-88984449:-88984449
2023-03-14	567458796:567458796
2023-03-15	-554054205:-554054205
2023-03-16	-694025589:-694025589
2023-03-17	-66840782:-66840782
2023-03-20	721925690:721925690
2023-03-21	587598738:587598738
2023-03-22	183293781:183293781
2023-03-23	451190126:451190126
2023-03-24	-434088969:-434088969
2023-03-27	426500462:426500462
2023-03-28	-286386096:-286386096
2023-03-29	467835251:467835251
2023-03-30	-346315157:-346315157
2023-03-31	632136089:632136089
2023-04-03	464966106:464966106
2023-04-04	-207028702:-207028702
2023-04-05	3458850:3458850
2023-04-06	-451780041:-451780041
2023-04-10	-202262562:-202262562
2023-04-11	388179305:388179305
2023-04-12	180528763:180528763
2023-04-13	488149446:488149446
2023-04-14	399104912:399104912
2023-04-17	-411650627:-411650627
2023-04-18	-294447650:-294447650
2023-04-19	-360105265:-360105265
2023-04-20	374533571:374533571
2023-04-21	139676550:139676550
2023-04-24	-286200277:-286200277
2023-04-25	-476575148:-476575148
2023-04-26	-19628364:-19628364
2023-04-27	298717355:298717355
2023-04-28	551131224:551131224
2023-05-01	191927372:191927372
2023-05-02	-528173974:-528173974
2023-05-03	310027887:310027887
2023-05-04	-619189034:-619189034
2023-05-05	697601185:697601185
2023-05-08	333534536:333534536
2023-05-09	290987289:290987289
2023-05-10	-435841367:-435841367
2023-05-11	-331118078:-331118078
2023-05-12	16166125:16166125
2023-05-15	199514436:199514436
2023-05-16	-470469214:-470469214
2023-05-17	499735512:499735512
2023-05-18	126854173:126854173
2023-05-19	-387601601:-387601601
2023-05-22	-310451589:-310451589
2023-05-23	-822942012:-822942012
2023-05-24	-653360994:-653360994
2023-05-25	343457293:343457293
2023-05-26	527600640:527600640
2023-05-30	-757600740:-757600740
2023-05-31	-852012646:-852012646
2023-06-01	724774890:724774890
2023-06-02	605776217:605776217
2023-06-05	-432895438:-432895438
2023-06-06	647351894:647351894
2023-06-07	-802265584:-802265584
2023-06-08	-677722955:-677722955
2023-06-09	571451719:571451719
2023-06-12	682063231:682063231
2023-06-13	-569634744:-569634744
2023-06-14	517336942:517336942
2023-06-15	427738919:427738919
2023-06-16	1135170606:1135170606
2023-06-20	-518517082:-518517082
2023-06-21	188031161:188031161
2023-06-22	393601837:393601837
2023-06-23	65962078:65962078
2023-06-26	-424230186:-424230186
2023-06-27	500511259:500511259
2023-06-28	-351677665:-351677665
2023-06-29	784413848:784413848
2023-06-30	673823547:673823547
2023-07-03	-134837505:-134837505
2023-07-05	493028771:493028771
2023-07-06	-507611786:-507611786
2023-07-07	-461692480:-461692480
2023-07-10	633330705:633330705
2023-07-11	466638258:466638258
2023-07-12	561182591:561182591
2023-07-13	520358122:520358122
2023-07-14	-250343572:-250343572
2023-07-17	471027558:471027558
2023-07-18	-723263544:-723263544
2023-07-19	518499981:518499981
2023-07-20	-524121806:-524121806
2023-07-21	160127078:160127078
2023-07-24	340524046:340524046
2023-07-25	-515151221:-515151221
2023-07-26	-757455479:-757455479
2023-07-27	-481868650:-481868650
2023-07-28	440966592:440966592
2023-07-31	482567857:482567857
2023-08-01	499148294:499148294
2023-08-02	-553531453:-553531453
2023-08-03	30503284:30503284
2023-08-04	376225694:376225694
2023-08-07	463488417:463488417
2023-08-08	-509907593:-509907593
2023-08-09	421742149:421742149
2023-08-10	489555031:489555031
2023-08-11	-101977896:-101977896
2023-08-14	449826076:449826076
2023-08-15	-413351666:-413351666
2023-08-16	182862363:182862363
2023-08-17	-396842175:-396842175
2023-08-18	143127454:143127454
2023-08-21	385114377:385114377
2023-08-22	419237482:419237482
2023-08-23	421738977:421738977
2023-08-24	-287237995:-287237995
2023-08-25	401925006:401925006
2023-08-28	415019319:415019319
2023-08-29	355262758:355262758
2023-08-30	531335720:531335720
2023-08-31	226724536:226724536
2023-09-01	414767254:414767254
2023-09-05	-497280873:-497280873
2023-09-06	41257504:41257504
2023-09-07	74075850:74075850
2023-09-08	70327047:70327047
2023-09-11	-200597731:-200597731
2023-09-12	-179447307:-179447307
2023-09-13	407420218:407420218
2023-09-14	-923573085:-923573085
2023-09-15	559864867:559864867
2023-09-18	536236282:536236282
2023-09-19	-512074775:-512074775
2023-09-20	89822116:89822116
2023-09-21	-657595593:-657595593
2023-09-22	114897642:114897642
2023-09-25	-577255183:-577255183
2023-09-26	-623363838:-623363838
2023-09-27	-439232184:-439232184
2023-09-28	425848321:425848321
2023-09-29	-128218177:-128218177
2023-10-02	121448793:121448793
2023-10-03	-574728826:-574728826
2023-10-04	584404057:584404057
2023-10-05	591261224:591261224
2023-10-06	604412571:604412571
2023-10-09	-541253815:-541253815
2023-10-10	577368280:577368280
2023-10-11	-202660246:-202660246
2023-10-12	306782095:306782095
2023-10-13	287972820:287972820
2023-10-16	559793332:559793332
2023-10-17	185876229:185876229
2023-10-18	-634124560:-634124560
2023-10-19	-635758494:-635758494
2023-10-20	-164207201:-164207201
2023-10-23	-255978185:-255978185
2023-10-24	606217426:606217426
2023-10-25	673885178:673885178
2023-10-26	-623257033:-623257033
2023-10-27	-531234507:-531234507
2023-10-30	558786511:558786511
2023-10-31	485922333:485922333
2023-11-01	512890093:512890093
2023-11-02	607809890:607809890
2023-11-03	293632681:293632681
2023-11-06	76989920:76989920
2023-11-07	452107416:452107416
2023-11-08	-523630051:-523630051
2023-11-09	-398000790:-398000790
2023-11-10	445567187:445567187
2023-11-13	-305357334:-305357334
2023-11-14	540472484:540472484
2023-11-15	597262778:597262778
2023-11-16	34001739:34001739
2023-11-17	871039913:871039913
2023-11-20	-392171995:-392171995
2023-11-21	821122316:821122316
2023-11-22	583525214:583525214
2023-11-24	198503366:198503366
2023-11-27	-378831014:-378831014
